Timestamp,Open,High,Low,Close,Volume,|,Date,Direction,Amplitude
1685822760000,27121.6,27121.6,27098.5,27099.1,9.31564421,|,2023-06-04 04:06:00,-22.5,23.099999999998545
1685822700000,27124.9,27124.9,27121.3,27121.5,1.19302211,|,2023-06-04 04:05:00,-3.400000000001455,3.600000000002183
1685822640000,27119.1,27125.0,27119.0,27125.0,1.0917419,|,2023-06-04 04:04:00,5.900000000001455,6.0
1685822580000,27118.2,27119.0,27118.2,27119.0,0.31439115,|,2023-06-04 04:03:00,0.7999999999992724,0.7999999999992724
1685822520000,27109.4,27118.3,27109.4,27118.2,1.51901867,|,2023-06-04 04:02:00,8.799999999999272,8.899999999997817
1685822460000,27099.9,27109.5,27099.4,27109.4,3.06034671,|,2023-06-04 04:01:00,9.5,10.099999999998545
1685822400000,27098.5,27100.0,27085.7,27100.0,0.63733072,|,2023-06-04 04:00:00,1.5,14.299999999999272
1685822340000,27093.8,27100.0,27091.6,27099.5,0.70001408,|,2023-06-04 03:59:00,5.700000000000728,8.400000000001455
1685822280000,27077.3,27093.8,27076.0,27093.8,0.96673361,|,2023-06-04 03:58:00,16.5,17.799999999999272
1685822220000,27105.7,27105.8,27077.6,27077.6,1.74599389,|,2023-06-04 03:57:00,-28.100000000002183,28.200000000000728
1685822160000,27100.9,27105.7,27097.5,27105.7,3.08477946,|,2023-06-04 03:56:00,4.799999999999272,8.200000000000728
1685822100000,27095.7,27100.9,27087.3,27100.9,3.4744666,|,2023-06-04 03:55:00,5.200000000000728,13.600000000002183
1685822040000,27098.9,27098.9,27090.2,27095.7,1.13652289,|,2023-06-04 03:54:00,-3.2000000000007276,8.700000000000728
1685821980000,27082.5,27098.9,27073.9,27098.8,8.35741095,|,2023-06-04 03:53:00,16.299999999999272,25.0
1685821920000,27059.9,27085.7,27047.1,27083.0,12.69142706,|,2023-06-04 03:52:00,23.099999999998545,38.60000000000218
1685821860000,27137.5,27137.5,27015.3,27059.4,93.18529852,|,2023-06-04 03:51:00,-78.09999999999854,122.20000000000073
1685821800000,27153.6,27153.6,27048.6,27137.8,178.77870597,|,2023-06-04 03:50:00,-15.799999999999272,105.0
1685821740000,27153.6,27153.6,27153.5,27153.6,0.02461887,|,2023-06-04 03:49:00,0.0,0.09999999999854481
1685821680000,27153.5,27153.6,27153.5,27153.6,0.03912818,|,2023-06-04 03:48:00,0.09999999999854481,0.09999999999854481
1685821620000,27153.5,27153.6,27153.5,27153.6,0.04992134,|,2023-06-04 03:47:00,0.09999999999854481,0.09999999999854481
1685821560000,27153.5,27153.6,27153.5,27153.6,0.29432132,|,2023-06-04 03:46:00,0.09999999999854481,0.09999999999854481
1685821500000,27163.9,27164.0,27153.6,27153.6,0.62184006,|,2023-06-04 03:45:00,-10.30000000000291,10.400000000001455
1685821440000,27163.3,27164.1,27162.8,27164.0,0.12389253,|,2023-06-04 03:44:00,0.7000000000007276,1.2999999999992724
1685821380000,27162.8,27163.4,27161.7,27163.4,0.2540204,|,2023-06-04 03:43:00,0.6000000000021828,1.7000000000007276
1685821320000,27153.0,27162.9,27153.0,27162.9,2.59855062,|,2023-06-04 03:42:00,9.900000000001455,9.900000000001455
1685821260000,27153.0,27153.1,27153.0,27153.1,2.04658525,|,2023-06-04 03:41:00,0.09999999999854481,0.09999999999854481
1685821200000,27153.0,27153.1,27153.0,27153.1,0.07979445,|,2023-06-04 03:40:00,0.09999999999854481,0.09999999999854481
1685821140000,27153.6,27153.6,27153.0,27153.1,0.08918032,|,2023-06-04 03:39:00,-0.5,0.5999999999985448
1685821080000,27152.2,27153.7,27152.2,27153.7,0.33658386,|,2023-06-04 03:38:00,1.5,1.5
1685821020000,27152.8,27152.8,27149.7,27152.3,0.04059773,|,2023-06-04 03:37:00,-0.5,3.099999999998545
1685820960000,27153.2,27153.2,27152.1,27152.9,0.25764301,|,2023-06-04 03:36:00,-0.2999999999992724,1.1000000000021828
1685820900000,27149.2,27152.2,27149.2,27152.2,0.08003119,|,2023-06-04 03:35:00,3.0,3.0
1685820840000,27149.2,27149.3,27149.2,27149.3,0.03203919,|,2023-06-04 03:34:00,0.09999999999854481,0.09999999999854481
1685820780000,27149.3,27149.3,27149.2,27149.3,0.02285174,|,2023-06-04 03:33:00,0.0,0.09999999999854481
1685820720000,27154.4,27154.4,27149.2,27149.3,0.76238272,|,2023-06-04 03:32:00,-5.100000000002183,5.200000000000728
1685820660000,27155.4,27155.4,27152.3,27154.5,0.67634177,|,2023-06-04 03:31:00,-0.9000000000014552,3.100000000002183
1685820600000,27149.5,27155.5,27149.4,27155.5,0.2103541,|,2023-06-04 03:30:00,6.0,6.099999999998545
1685820540000,27152.5,27152.5,27147.6,27149.4,0.25285895,|,2023-06-04 03:29:00,-3.099999999998545,4.900000000001455
1685820480000,27150.0,27152.6,27150.0,27152.6,0.18329795,|,2023-06-04 03:28:00,2.599999999998545,2.599999999998545
1685820420000,27145.3,27150.0,27144.2,27150.0,0.05226127,|,2023-06-04 03:27:00,4.700000000000728,5.799999999999272
1685820360000,27143.8,27145.0,27143.8,27145.0,0.01853959,|,2023-06-04 03:26:00,1.2000000000007276,1.2000000000007276
1685820300000,27133.7,27143.8,27124.4,27143.8,2.01282081,|,2023-06-04 03:25:00,10.099999999998545,19.399999999997817
1685820240000,27139.3,27139.3,27130.9,27133.8,1.72240412,|,2023-06-04 03:24:00,-5.5,8.399999999997817
1685820180000,27137.8,27139.4,27137.8,27139.3,0.06058976,|,2023-06-04 03:23:00,1.5,1.6000000000021828
1685820120000,27136.3,27139.3,27131.1,27139.0,0.36386579,|,2023-06-04 03:22:00,2.7000000000007276,8.200000000000728
1685820060000,27143.1,27143.2,27136.3,27137.4,2.15739047,|,2023-06-04 03:21:00,-5.69999999999709,6.900000000001455
1685820000000,27147.9,27147.9,27140.5,27143.2,0.72121495,|,2023-06-04 03:20:00,-4.700000000000728,7.400000000001455
1685819940000,27148.0,27148.2,27148.0,27148.1,0.05307164,|,2023-06-04 03:19:00,0.09999999999854481,0.2000000000007276
1685819880000,27146.0,27147.9,27145.9,27147.9,0.02060072,|,2023-06-04 03:18:00,1.9000000000014552,2.0
1685819820000,27144.2,27146.0,27144.2,27146.0,1.80922042,|,2023-06-04 03:17:00,1.7999999999992724,1.7999999999992724
1685819760000,27146.3,27146.3,27144.3,27144.3,0.36263897,|,2023-06-04 03:16:00,-2.0,2.0
1685819700000,27150.7,27154.7,27146.3,27146.3,2.51699499,|,2023-06-04 03:15:00,-4.400000000001455,8.400000000001455
1685819640000,27155.9,27156.0,27153.5,27153.6,0.14171645,|,2023-06-04 03:14:00,-2.3000000000029104,2.5
1685819580000,27158.1,27163.0,27154.9,27156.0,0.0717421,|,2023-06-04 03:13:00,-2.099999999998545,8.099999999998545
1685819520000,27155.7,27158.7,27154.8,27158.2,1.80845181,|,2023-06-04 03:12:00,2.5,3.900000000001455
1685819460000,27156.6,27164.4,27156.6,27157.7,0.66953989,|,2023-06-04 03:11:00,1.1000000000021828,7.80000000000291
1685819400000,27144.4,27156.7,27144.4,27156.7,1.14492582,|,2023-06-04 03:10:00,12.299999999999272,12.299999999999272
1685819340000,27144.4,27144.5,27144.4,27144.4,0.50856294,|,2023-06-04 03:09:00,0.0,0.09999999999854481
1685819280000,27145.0,27145.0,27144.4,27144.5,0.05180408,|,2023-06-04 03:08:00,-0.5,0.5999999999985448
1685819220000,27149.6,27149.7,27145.0,27145.0,0.06803529,|,2023-06-04 03:07:00,-4.599999999998545,4.700000000000728
1685819160000,27161.6,27161.6,27149.6,27149.6,1.33468708,|,2023-06-04 03:06:00,-12.0,12.0
1685819100000,27161.3,27162.4,27161.3,27162.3,0.19668632,|,2023-06-04 03:05:00,1.0,1.1000000000021828
1685819040000,27156.8,27161.3,27156.8,27161.3,0.58170265,|,2023-06-04 03:04:00,4.5,4.5
1685818980000,27155.8,27156.2,27155.8,27156.2,2.84935693,|,2023-06-04 03:03:00,0.4000000000014552,0.4000000000014552
1685818920000,27158.7,27158.7,27155.8,27155.9,0.06413998,|,2023-06-04 03:02:00,-2.7999999999992724,2.900000000001455
1685818860000,27149.6,27163.8,27149.6,27158.7,2.07384986,|,2023-06-04 03:01:00,9.100000000002183,14.200000000000728
1685818800000,27148.9,27149.7,27148.8,27149.6,1.17775514,|,2023-06-04 03:00:00,0.6999999999970896,0.9000000000014552
1685818740000,27141.0,27148.9,27137.1,27148.9,2.11006524,|,2023-06-04 02:59:00,7.900000000001455,11.80000000000291
1685818680000,27150.0,27150.1,27141.5,27141.5,3.84104744,|,2023-06-04 02:58:00,-8.5,8.599999999998545
1685818620000,27150.0,27150.1,27150.0,27150.1,0.12726813,|,2023-06-04 02:57:00,0.09999999999854481,0.09999999999854481
1685818560000,27153.8,27153.8,27150.0,27150.1,0.16578908,|,2023-06-04 02:56:00,-3.7000000000007276,3.7999999999992724
1685818500000,27152.4,27158.0,27152.4,27157.4,3.97069254,|,2023-06-04 02:55:00,5.0,5.599999999998545
1685818440000,27149.9,27152.5,27146.4,27152.5,12.84593134,|,2023-06-04 02:54:00,2.599999999998545,6.099999999998545
1685818380000,27151.7,27156.3,27149.1,27150.0,8.90985528,|,2023-06-04 02:53:00,-1.7000000000007276,7.200000000000728
1685818320000,27160.2,27160.2,27151.7,27151.7,0.75519109,|,2023-06-04 02:52:00,-8.5,8.5
1685818260000,27158.0,27160.3,27149.6,27160.3,0.98066783,|,2023-06-04 02:51:00,2.2999999999992724,10.700000000000728
1685818200000,27171.2,27171.2,27158.0,27158.0,2.92126636,|,2023-06-04 02:50:00,-13.200000000000728,13.200000000000728
1685818140000,27171.2,27171.3,27171.2,27171.3,0.05100164,|,2023-06-04 02:49:00,0.09999999999854481,0.09999999999854481
1685818080000,27171.1,27171.3,27171.1,27171.3,0.03815676,|,2023-06-04 02:48:00,0.2000000000007276,0.2000000000007276
1685818020000,27169.9,27171.2,27169.9,27171.1,0.19375617,|,2023-06-04 02:47:00,1.1999999999970896,1.2999999999992724
1685817960000,27169.2,27170.0,27169.2,27169.9,0.0847309,|,2023-06-04 02:46:00,0.7000000000007276,0.7999999999992724
1685817900000,27169.8,27169.9,27169.2,27169.3,0.35397277,|,2023-06-04 02:45:00,-0.5,0.7000000000007276
1685817840000,27170.4,27171.5,27169.2,27169.9,0.16880589,|,2023-06-04 02:44:00,-0.5,2.2999999999992724
1685817780000,27171.8,27171.9,27170.4,27170.5,0.0663233,|,2023-06-04 02:43:00,-1.2999999999992724,1.5
1685817720000,27170.5,27171.9,27170.4,27171.9,0.26730381,|,2023-06-04 02:42:00,1.4000000000014552,1.5
1685817660000,27170.4,27170.5,27170.4,27170.5,0.11975027,|,2023-06-04 02:41:00,0.09999999999854481,0.09999999999854481
1685817600000,27170.4,27170.5,27170.4,27170.5,0.07411269,|,2023-06-04 02:40:00,0.09999999999854481,0.09999999999854481
1685817540000,27170.7,27170.7,27170.4,27170.5,0.04789368,|,2023-06-04 02:39:00,-0.2000000000007276,0.2999999999992724
1685817480000,27170.4,27170.8,27170.4,27170.7,0.57564805,|,2023-06-04 02:38:00,0.2999999999992724,0.3999999999978172
1685817420000,27170.4,27170.5,27170.4,27170.4,0.0981427,|,2023-06-04 02:37:00,0.0,0.09999999999854481
1685817360000,27170.4,27170.5,27170.4,27170.4,0.02378821,|,2023-06-04 02:36:00,0.0,0.09999999999854481
1685817300000,27172.1,27172.1,27170.4,27170.4,0.53083737,|,2023-06-04 02:35:00,-1.6999999999970896,1.6999999999970896
1685817240000,27170.5,27172.1,27170.4,27172.1,0.04014983,|,2023-06-04 02:34:00,1.5999999999985448,1.6999999999970896
1685817180000,27170.3,27172.2,27170.2,27170.5,0.23800725,|,2023-06-04 02:33:00,0.2000000000007276,2.0
1685817120000,27167.0,27169.0,27166.9,27169.0,0.21491941,|,2023-06-04 02:32:00,2.0,2.099999999998545
1685817060000,27182.5,27182.5,27167.0,27167.1,1.80729533,|,2023-06-04 02:31:00,-15.400000000001455,15.5
1685817000000,27180.1,27182.6,27180.1,27182.6,0.10513919,|,2023-06-04 02:30:00,2.5,2.5
1685816940000,27180.6,27180.7,27178.7,27180.2,0.22968447,|,2023-06-04 02:29:00,-0.3999999999978172,2.0
1685816880000,27180.1,27181.2,27180.1,27180.3,0.15685535,|,2023-06-04 02:28:00,0.2000000000007276,1.1000000000021828
1685816820000,27174.9,27181.1,27174.9,27180.2,1.16766642,|,2023-06-04 02:27:00,5.299999999999272,6.19999999999709
1685816760000,27182.8,27182.8,27174.4,27175.0,0.33778578,|,2023-06-04 02:26:00,-7.799999999999272,8.399999999997817
1685816700000,27182.9,27185.7,27182.9,27182.9,0.23873279,|,2023-06-04 02:25:00,0.0,2.7999999999992724
1685816640000,27182.0,27183.7,27181.8,27182.4,0.96160573,|,2023-06-04 02:24:00,0.4000000000014552,1.9000000000014552
1685816580000,27174.6,27177.8,27172.6,27177.8,0.13020087,|,2023-06-04 02:23:00,3.2000000000007276,5.200000000000728
1685816520000,27168.0,27177.4,27168.0,27174.6,1.34293069,|,2023-06-04 02:22:00,6.599999999998545,9.400000000001455
1685816460000,27174.4,27174.4,27168.1,27168.1,0.08384555,|,2023-06-04 02:21:00,-6.30000000000291,6.30000000000291
1685816400000,27174.9,27174.9,27170.4,27174.5,1.09380939,|,2023-06-04 02:20:00,-0.4000000000014552,4.5
1685816340000,27170.0,27185.7,27169.9,27174.5,2.66896354,|,2023-06-04 02:19:00,4.5,15.799999999999272
1685816280000,27166.3,27169.9,27166.3,27169.9,0.80988964,|,2023-06-04 02:18:00,3.600000000002183,3.600000000002183
1685816220000,27151.6,27165.2,27151.6,27165.2,0.56868496,|,2023-06-04 02:17:00,13.600000000002183,13.600000000002183
1685816160000,27153.3,27153.4,27148.8,27151.7,0.11159741,|,2023-06-04 02:16:00,-1.5999999999985448,4.600000000002183
1685816100000,27154.1,27154.1,27148.6,27153.3,0.27461985,|,2023-06-04 02:15:00,-0.7999999999992724,5.5
1685816040000,27148.6,27154.2,27148.6,27154.1,0.22701371,|,2023-06-04 02:14:00,5.5,5.600000000002183
1685815980000,27148.6,27148.7,27148.6,27148.7,0.12111289,|,2023-06-04 02:13:00,0.10000000000218279,0.10000000000218279
1685815920000,27157.2,27157.2,27146.7,27148.3,0.33732119,|,2023-06-04 02:12:00,-8.900000000001455,10.5
1685815860000,27155.7,27160.1,27153.1,27157.2,0.31196667,|,2023-06-04 02:11:00,1.5,7.0
1685815800000,27151.3,27159.6,27134.2,27155.8,30.35824889,|,2023-06-04 02:10:00,4.5,25.399999999997817
