Timestamp,Open,High,Low,Close,Volume,|,Date,Direction,Amplitude
1685836140000,27070.0,27079.8,27070.0,27078.4,1.54547717,|,2023-06-04 07:49:00,8.400000000001455,9.799999999999272
1685836080000,27072.6,27072.6,27069.9,27069.9,1.26041274,|,2023-06-04 07:48:00,-2.6999999999970896,2.6999999999970896
1685836020000,27074.8,27074.8,27072.5,27074.1,0.04419669,|,2023-06-04 07:47:00,-0.7000000000007276,2.2999999999992724
1685835960000,27074.8,27074.8,27074.7,27074.8,0.33801977,|,2023-06-04 07:46:00,0.0,0.09999999999854481
1685835900000,27072.5,27083.3,27072.4,27074.8,0.69526025,|,2023-06-04 07:45:00,2.2999999999992724,10.899999999997817
1685835840000,27072.5,27072.5,27072.4,27072.4,0.26551243,|,2023-06-04 07:44:00,-0.09999999999854481,0.09999999999854481
1685835780000,27074.6,27074.6,27072.4,27072.4,0.97194391,|,2023-06-04 07:43:00,-2.1999999999970896,2.1999999999970896
1685835720000,27074.6,27074.6,27074.5,27074.6,0.23633347,|,2023-06-04 07:42:00,0.0,0.09999999999854481
1685835660000,27073.6,27074.6,27073.6,27074.6,0.0434667,|,2023-06-04 07:41:00,1.0,1.0
1685835600000,27074.6,27075.2,27073.1,27074.5,0.05091371,|,2023-06-04 07:40:00,-0.09999999999854481,2.100000000002183
1685835540000,27070.2,27074.6,27070.1,27074.5,2.14155479,|,2023-06-04 07:39:00,4.299999999999272,4.5
1685835480000,27070.1,27070.2,27070.0,27070.1,0.07297755,|,2023-06-04 07:38:00,0.0,0.2000000000007276
1685835420000,27070.2,27070.2,27070.0,27070.1,0.03417575,|,2023-06-04 07:37:00,-0.10000000000218279,0.2000000000007276
1685835360000,27077.0,27077.0,27070.0,27072.0,0.2240833,|,2023-06-04 07:36:00,-5.0,7.0
1685835300000,27086.0,27086.0,27076.9,27077.0,0.77996443,|,2023-06-04 07:35:00,-9.0,9.099999999998545
1685835240000,27078.8,27086.0,27078.7,27085.9,0.45600119,|,2023-06-04 07:34:00,7.100000000002183,7.299999999999272
1685835180000,27077.0,27078.6,27076.9,27077.4,0.05451179,|,2023-06-04 07:33:00,0.4000000000014552,1.6999999999970896
1685835120000,27077.0,27077.0,27076.9,27077.0,0.06286324,|,2023-06-04 07:32:00,0.0,0.09999999999854481
1685835060000,27076.9,27077.0,27076.8,27077.0,0.04262949,|,2023-06-04 07:31:00,0.09999999999854481,0.2000000000007276
1685835000000,27076.8,27078.9,27076.8,27076.8,0.12787044,|,2023-06-04 07:30:00,0.0,2.100000000002183
1685834940000,27078.5,27078.6,27076.8,27076.8,0.03533581,|,2023-06-04 07:29:00,-1.7000000000007276,1.7999999999992724
1685834880000,27075.4,27078.6,27073.9,27078.3,0.13067084,|,2023-06-04 07:28:00,2.899999999997817,4.69999999999709
1685834820000,27075.8,27075.9,27072.2,27073.3,0.08450632,|,2023-06-04 07:27:00,-2.5,3.7000000000007276
1685834760000,27071.3,27076.7,27071.3,27075.8,0.09759048,|,2023-06-04 07:26:00,4.5,5.400000000001455
1685834700000,27077.4,27077.5,27069.9,27071.3,0.08143918,|,2023-06-04 07:25:00,-6.100000000002183,7.599999999998545
1685834640000,27070.6,27077.5,27070.5,27077.5,0.31688159,|,2023-06-04 07:24:00,6.900000000001455,7.0
1685834580000,27070.5,27070.6,27070.5,27070.5,0.26209301,|,2023-06-04 07:23:00,0.0,0.09999999999854481
1685834520000,27069.7,27070.6,27069.7,27070.5,0.26045881,|,2023-06-04 07:22:00,0.7999999999992724,0.8999999999978172
1685834460000,27068.9,27070.6,27068.9,27070.5,0.28396375,|,2023-06-04 07:21:00,1.5999999999985448,1.6999999999970896
1685834400000,27065.0,27071.3,27065.0,27068.0,0.85903811,|,2023-06-04 07:20:00,3.0,6.299999999999272
1685834340000,27067.5,27067.6,27065.0,27065.1,0.05321979,|,2023-06-04 07:19:00,-2.400000000001455,2.599999999998545
1685834280000,27075.0,27075.0,27066.6,27067.5,0.56595973,|,2023-06-04 07:18:00,-7.5,8.400000000001455
1685834220000,27069.0,27076.9,27069.0,27075.0,1.08077067,|,2023-06-04 07:17:00,6.0,7.900000000001455
1685834160000,27069.0,27071.2,27068.9,27069.0,0.12966907,|,2023-06-04 07:16:00,0.0,2.2999999999992724
1685834100000,27074.0,27075.7,27066.7,27068.9,1.23176794,|,2023-06-04 07:15:00,-5.099999999998545,9.0
1685834040000,27075.1,27075.7,27073.9,27073.9,0.58114166,|,2023-06-04 07:14:00,-1.1999999999970896,1.7999999999992724
1685833980000,27069.8,27075.0,27069.8,27075.0,0.30581122,|,2023-06-04 07:13:00,5.200000000000728,5.200000000000728
1685833920000,27077.8,27092.4,27069.7,27069.7,14.60411283,|,2023-06-04 07:12:00,-8.099999999998545,22.700000000000728
1685833860000,27076.8,27077.8,27075.4,27077.8,0.74646911,|,2023-06-04 07:11:00,1.0,2.399999999997817
1685833800000,27073.9,27076.7,27073.8,27076.7,0.26170432,|,2023-06-04 07:10:00,2.7999999999992724,2.900000000001455
1685833740000,27073.0,27073.8,27072.9,27073.8,0.08031304,|,2023-06-04 07:09:00,0.7999999999992724,0.8999999999978172
1685833680000,27070.3,27072.9,27070.3,27072.9,0.05031769,|,2023-06-04 07:08:00,2.600000000002183,2.600000000002183
1685833620000,27070.2,27070.2,27069.8,27070.2,0.07209545,|,2023-06-04 07:07:00,0.0,0.4000000000014552
1685833560000,27075.7,27075.8,27069.8,27070.1,0.81968215,|,2023-06-04 07:06:00,-5.600000000002183,6.0
1685833500000,27075.8,27075.8,27072.0,27074.2,0.16404568,|,2023-06-04 07:05:00,-1.5999999999985448,3.7999999999992724
1685833440000,27071.0,27075.8,27071.0,27075.7,0.07600952,|,2023-06-04 07:04:00,4.700000000000728,4.799999999999272
1685833380000,27067.6,27072.3,27067.6,27072.3,0.06855074,|,2023-06-04 07:03:00,4.700000000000728,4.700000000000728
1685833320000,27064.1,27067.6,27064.0,27067.6,0.07503933,|,2023-06-04 07:02:00,3.5,3.599999999998545
1685833260000,27070.6,27070.6,27062.0,27064.1,0.83290884,|,2023-06-04 07:01:00,-6.5,8.599999999998545
1685833200000,27072.7,27077.7,27067.6,27070.6,1.65710567,|,2023-06-04 07:00:00,-2.100000000002183,10.100000000002183
1685833140000,27072.7,27072.7,27072.6,27072.7,0.38464563,|,2023-06-04 06:59:00,0.0,0.10000000000218279
1685833080000,27070.4,27073.8,27070.3,27072.7,1.03233944,|,2023-06-04 06:58:00,2.2999999999992724,3.5
1685833020000,27066.9,27076.7,27064.3,27070.4,0.57454515,|,2023-06-04 06:57:00,3.5,12.400000000001455
1685832960000,27071.0,27071.0,27060.2,27067.1,0.31406041,|,2023-06-04 06:56:00,-3.900000000001455,10.799999999999272
1685832900000,27073.6,27080.0,27059.0,27071.3,0.80406099,|,2023-06-04 06:55:00,-2.2999999999992724,21.0
1685832840000,27073.7,27073.7,27073.6,27073.7,0.03540931,|,2023-06-04 06:54:00,0.0,0.10000000000218279
1685832780000,27073.7,27076.1,27073.6,27073.7,0.21944525,|,2023-06-04 06:53:00,0.0,2.5
1685832720000,27072.8,27073.7,27072.8,27073.7,0.08981463,|,2023-06-04 06:52:00,0.9000000000014552,0.9000000000014552
1685832660000,27067.2,27072.8,27062.1,27072.8,1.24862047,|,2023-06-04 06:51:00,5.599999999998545,10.700000000000728
1685832600000,27077.8,27079.2,27067.1,27067.2,3.43038277,|,2023-06-04 06:50:00,-10.599999999998545,12.100000000002183
1685832540000,27077.8,27077.8,27077.6,27077.7,3.30963163,|,2023-06-04 06:49:00,-0.09999999999854481,0.2000000000007276
1685832480000,27077.7,27077.8,27077.7,27077.7,0.92431511,|,2023-06-04 06:48:00,0.0,0.09999999999854481
1685832420000,27077.2,27077.7,27077.1,27077.6,0.82119235,|,2023-06-04 06:47:00,0.3999999999978172,0.6000000000021828
1685832360000,27076.8,27077.2,27075.1,27077.1,0.05808978,|,2023-06-04 06:46:00,0.2999999999992724,2.100000000002183
1685832300000,27070.3,27080.6,27070.3,27076.8,3.1794956,|,2023-06-04 06:45:00,6.5,10.299999999999272
1685832240000,27069.1,27069.1,27067.7,27067.7,0.02939914,|,2023-06-04 06:44:00,-1.3999999999978172,1.3999999999978172
1685832180000,27069.2,27069.2,27067.0,27069.0,0.20529392,|,2023-06-04 06:43:00,-0.2000000000007276,2.2000000000007276
1685832120000,27069.3,27069.3,27069.2,27069.2,0.10769342,|,2023-06-04 06:42:00,-0.09999999999854481,0.09999999999854481
1685832060000,27069.7,27069.7,27066.9,27069.2,0.96133676,|,2023-06-04 06:41:00,-0.5,2.7999999999992724
1685832000000,27070.2,27071.4,27069.7,27069.7,0.10109411,|,2023-06-04 06:40:00,-0.5,1.7000000000007276
1685831940000,27072.5,27072.5,27070.1,27070.1,0.20381725,|,2023-06-04 06:39:00,-2.400000000001455,2.400000000001455
1685831880000,27053.2,27083.3,27052.5,27072.4,8.85437777,|,2023-06-04 06:38:00,19.200000000000728,30.799999999999272
1685831820000,27036.7,27047.9,27036.7,27047.9,1.54572224,|,2023-06-04 06:37:00,11.200000000000728,11.200000000000728
1685831760000,27063.0,27063.0,27031.3,27036.8,6.12733458,|,2023-06-04 06:36:00,-26.200000000000728,31.700000000000728
1685831700000,27063.1,27063.1,27063.0,27063.1,0.04783979,|,2023-06-04 06:35:00,0.0,0.09999999999854481
1685831640000,27063.1,27063.1,27063.0,27063.0,0.0627239,|,2023-06-04 06:34:00,-0.09999999999854481,0.09999999999854481
1685831580000,27063.1,27063.1,27063.0,27063.1,0.06007853,|,2023-06-04 06:33:00,0.0,0.09999999999854481
1685831520000,27063.1,27063.4,27062.6,27063.1,1.6697807,|,2023-06-04 06:32:00,0.0,0.8000000000029104
1685831460000,27069.5,27073.8,27063.0,27063.1,5.32272394,|,2023-06-04 06:31:00,-6.400000000001455,10.799999999999272
1685831400000,27042.9,27069.6,27042.8,27069.5,4.54579748,|,2023-06-04 06:30:00,26.599999999998545,26.799999999999272
1685831340000,27042.9,27042.9,27042.8,27042.8,0.0567834,|,2023-06-04 06:29:00,-0.10000000000218279,0.10000000000218279
1685831280000,27042.9,27042.9,27042.8,27042.8,0.04495212,|,2023-06-04 06:28:00,-0.10000000000218279,0.10000000000218279
1685831220000,27044.0,27044.0,27042.8,27042.9,0.02475568,|,2023-06-04 06:27:00,-1.0999999999985448,1.2000000000007276
1685831160000,27040.3,27045.1,27040.2,27044.0,2.3070098,|,2023-06-04 06:26:00,3.7000000000007276,4.899999999997817
1685831100000,27040.3,27040.3,27040.2,27040.2,0.22830945,|,2023-06-04 06:25:00,-0.09999999999854481,0.09999999999854481
1685831040000,27040.3,27040.3,27040.2,27040.3,0.0642719,|,2023-06-04 06:24:00,0.0,0.09999999999854481
1685830980000,27040.3,27040.3,27040.2,27040.2,0.05402965,|,2023-06-04 06:23:00,-0.09999999999854481,0.09999999999854481
1685830920000,27044.0,27044.0,27040.2,27040.2,1.11573725,|,2023-06-04 06:22:00,-3.7999999999992724,3.7999999999992724
1685830860000,27044.7,27044.7,27043.3,27044.0,0.53575237,|,2023-06-04 06:21:00,-0.7000000000007276,1.4000000000014552
1685830800000,27044.9,27044.9,27044.6,27044.6,0.19920137,|,2023-06-04 06:20:00,-0.3000000000029104,0.3000000000029104
1685830740000,27044.9,27044.9,27044.8,27044.9,0.05875208,|,2023-06-04 06:19:00,0.0,0.10000000000218279
1685830680000,27044.9,27044.9,27044.8,27044.8,0.2591174,|,2023-06-04 06:18:00,-0.10000000000218279,0.10000000000218279
1685830620000,27044.9,27044.9,27044.8,27044.9,0.26410297,|,2023-06-04 06:17:00,0.0,0.10000000000218279
1685830560000,27043.3,27044.9,27043.2,27044.9,0.99294649,|,2023-06-04 06:16:00,1.6000000000021828,1.7000000000007276
1685830500000,27043.3,27043.3,27043.2,27043.2,0.03491733,|,2023-06-04 06:15:00,-0.09999999999854481,0.09999999999854481
1685830440000,27044.0,27044.0,27043.2,27043.3,0.35388125,|,2023-06-04 06:14:00,-0.7000000000007276,0.7999999999992724
1685830380000,27040.9,27044.0,27040.8,27044.0,0.50579671,|,2023-06-04 06:13:00,3.099999999998545,3.2000000000007276
1685830320000,27040.2,27040.9,27040.1,27040.9,0.124555,|,2023-06-04 06:12:00,0.7000000000007276,0.8000000000029104
1685830260000,27031.3,27042.4,27031.3,27040.1,1.0904679,|,2023-06-04 06:11:00,8.799999999999272,11.100000000002183
1685830200000,27040.0,27040.0,27031.3,27031.3,0.79109581,|,2023-06-04 06:10:00,-8.700000000000728,8.700000000000728
1685830140000,27040.0,27040.0,27039.9,27040.0,0.28451092,|,2023-06-04 06:09:00,0.0,0.09999999999854481
1685830080000,27042.3,27042.3,27040.0,27040.0,0.0982375,|,2023-06-04 06:08:00,-2.2999999999992724,2.2999999999992724
1685830020000,27042.3,27042.3,27042.2,27042.3,0.06920248,|,2023-06-04 06:07:00,0.0,0.09999999999854481
1685829960000,27040.4,27042.2,27038.4,27042.2,0.27630668,|,2023-06-04 06:06:00,1.7999999999992724,3.7999999999992724
1685829900000,27033.0,27040.4,27031.6,27040.3,1.60691254,|,2023-06-04 06:05:00,7.299999999999272,8.80000000000291
1685829840000,27031.1,27033.8,27030.8,27033.0,0.06977352,|,2023-06-04 06:04:00,1.9000000000014552,3.0
1685829780000,27025.0,27043.9,27024.9,27031.1,4.01002518,|,2023-06-04 06:03:00,6.099999999998545,19.0
1685829720000,27017.0,27025.0,27017.0,27024.9,0.25165948,|,2023-06-04 06:02:00,7.900000000001455,8.0
1685829660000,27008.3,27018.7,27008.3,27018.4,0.26227937,|,2023-06-04 06:01:00,10.100000000002183,10.400000000001455
1685829600000,27006.4,27006.8,27005.7,27006.8,0.39243988,|,2023-06-04 06:00:00,0.3999999999978172,1.0999999999985448
1685829540000,27004.1,27006.3,27003.0,27006.3,0.8359132,|,2023-06-04 05:59:00,2.2000000000007276,3.2999999999992724
1685829480000,27003.6,27005.6,27002.2,27004.1,0.1429957,|,2023-06-04 05:58:00,0.5,3.399999999997817
1685829420000,26999.4,27008.1,26999.4,27002.5,12.36987781,|,2023-06-04 05:57:00,3.099999999998545,8.69999999999709
1685829360000,26996.0,26999.4,26995.9,26999.4,0.09621606,|,2023-06-04 05:56:00,3.400000000001455,3.5
1685829300000,26992.2,26995.9,26992.1,26995.9,0.87146844,|,2023-06-04 05:55:00,3.7000000000007276,3.8000000000029104
1685829240000,26986.3,26994.2,26986.3,26992.1,1.34430892,|,2023-06-04 05:54:00,5.799999999999272,7.900000000001455
1685829180000,26981.2,26986.3,26981.1,26986.3,0.9680217,|,2023-06-04 05:53:00,5.099999999998545,5.200000000000728
1685829120000,26981.2,26981.2,26981.1,26981.2,0.21601034,|,2023-06-04 05:52:00,0.0,0.10000000000218279
1685829060000,26981.2,26981.2,26981.1,26981.2,0.30515585,|,2023-06-04 05:51:00,0.0,0.10000000000218279
1685829000000,26983.4,26983.4,26981.2,26981.2,0.02165,|,2023-06-04 05:50:00,-2.2000000000007276,2.2000000000007276
1685828940000,26985.3,26991.2,26977.8,26983.4,14.63765567,|,2023-06-04 05:49:00,-1.8999999999978172,13.400000000001455
1685828880000,26984.6,26985.3,26984.5,26985.2,0.640767,|,2023-06-04 05:48:00,0.6000000000021828,0.7999999999992724
1685828820000,26982.6,26985.4,26982.6,26984.6,0.25808955,|,2023-06-04 05:47:00,2.0,2.8000000000029104
1685828760000,26977.3,26982.7,26977.2,26982.6,0.24409505,|,2023-06-04 05:46:00,5.299999999999272,5.5
1685828700000,26977.3,26977.3,26977.2,26977.3,0.16977472,|,2023-06-04 05:45:00,0.0,0.09999999999854481
1685828640000,26972.8,26977.3,26972.7,26977.3,0.23542064,|,2023-06-04 05:44:00,4.5,4.599999999998545
1685828580000,26968.2,26976.7,26968.2,26972.7,0.91196491,|,2023-06-04 05:43:00,4.5,8.5
1685828520000,26964.6,26968.2,26962.7,26965.3,0.39970723,|,2023-06-04 05:42:00,0.7000000000007276,5.5
1685828460000,26960.6,26969.5,26952.9,26964.8,2.09176849,|,2023-06-04 05:41:00,4.200000000000728,16.599999999998545
1685828400000,26963.6,26964.2,26960.5,26960.6,0.19319664,|,2023-06-04 05:40:00,-3.0,3.7000000000007276
1685828340000,26951.1,26962.0,26950.0,26962.0,2.64425745,|,2023-06-04 05:39:00,10.900000000001455,12.0
1685828280000,26958.6,26958.6,26951.0,26951.1,2.46875693,|,2023-06-04 05:38:00,-7.5,7.599999999998545
1685828220000,26967.8,26981.2,26958.4,26958.6,7.28339335,|,2023-06-04 05:37:00,-9.200000000000728,22.799999999999272
1685828160000,26993.4,26993.4,26952.1,26967.8,12.07482967,|,2023-06-04 05:36:00,-25.600000000002183,41.30000000000291
1685828100000,27001.3,27001.3,26993.3,26993.3,0.14225023,|,2023-06-04 05:35:00,-8.0,8.0
1685828040000,27002.0,27002.0,27001.2,27001.2,0.04060669,|,2023-06-04 05:34:00,-0.7999999999992724,0.7999999999992724
1685827980000,27001.8,27002.0,27001.1,27002.0,0.36493355,|,2023-06-04 05:33:00,0.2000000000007276,0.9000000000014552
1685827920000,27004.4,27004.4,27001.8,27001.8,0.10346588,|,2023-06-04 05:32:00,-2.600000000002183,2.600000000002183
1685827860000,27010.1,27010.1,27002.8,27004.4,0.14466887,|,2023-06-04 05:31:00,-5.69999999999709,7.299999999999272
1685827800000,27017.6,27019.0,27010.1,27010.5,1.59265429,|,2023-06-04 05:30:00,-7.099999999998545,8.900000000001455
1685827740000,27018.3,27024.1,27017.0,27017.6,1.54609595,|,2023-06-04 05:29:00,-0.7000000000007276,7.099999999998545
1685827680000,27009.2,27016.9,27009.2,27016.9,2.08733402,|,2023-06-04 05:28:00,7.700000000000728,7.700000000000728
1685827620000,27002.8,27012.0,27002.0,27011.9,5.0758537,|,2023-06-04 05:27:00,9.100000000002183,10.0
1685827560000,26993.4,27002.7,26993.3,27002.7,0.08828658,|,2023-06-04 05:26:00,9.299999999999272,9.400000000001455
1685827500000,26993.0,26993.4,26992.3,26993.3,0.1939062,|,2023-06-04 05:25:00,0.2999999999992724,1.1000000000021828
1685827440000,27028.5,27028.5,26991.8,26993.8,9.4183207,|,2023-06-04 05:24:00,-34.70000000000073,36.70000000000073
1685827380000,27028.5,27028.8,27028.4,27028.5,0.08462275,|,2023-06-04 05:23:00,0.0,0.3999999999978172
1685827320000,27011.4,27028.5,27011.4,27028.4,11.21481105,|,2023-06-04 05:22:00,17.0,17.099999999998545
1685827260000,27008.3,27011.4,27006.8,27011.4,0.90735629,|,2023-06-04 05:21:00,3.100000000002183,4.600000000002183
1685827200000,27012.8,27014.2,27006.7,27008.4,1.01250687,|,2023-06-04 05:20:00,-4.399999999997817,7.5
1685827140000,27011.7,27020.3,27011.7,27012.7,4.95773875,|,2023-06-04 05:19:00,1.0,8.599999999998545
1685827080000,27018.0,27025.4,27011.5,27011.7,4.91040963,|,2023-06-04 05:18:00,-6.299999999999272,13.900000000001455
1685827020000,27002.9,27017.8,27002.8,27017.8,0.18603431,|,2023-06-04 05:17:00,14.899999999997817,15.0
1685826960000,26993.2,27001.7,26992.9,26998.7,1.21560353,|,2023-06-04 05:16:00,5.5,8.799999999999272
1685826900000,27012.5,27012.5,26991.6,26993.1,3.21378911,|,2023-06-04 05:15:00,-19.400000000001455,20.900000000001455
1685826840000,26990.1,27012.4,26985.3,27012.4,6.41896099,|,2023-06-04 05:14:00,22.30000000000291,27.100000000002183
1685826780000,26941.2,26995.0,26917.2,26989.1,13.21153907,|,2023-06-04 05:13:00,47.89999999999782,77.79999999999927
1685826720000,27018.2,27036.8,26928.1,26941.5,71.97900941,|,2023-06-04 05:12:00,-76.70000000000073,108.70000000000073
1685826660000,27048.0,27048.1,27007.7,27018.2,28.39407412,|,2023-06-04 05:11:00,-29.799999999999272,40.39999999999782
1685826600000,27056.7,27056.7,27045.8,27048.1,10.62345453,|,2023-06-04 05:10:00,-8.600000000002183,10.900000000001455
1685826540000,27060.6,27060.7,27056.7,27056.7,1.07807583,|,2023-06-04 05:09:00,-3.899999999997817,4.0
1685826480000,27052.3,27063.0,27052.3,27060.7,2.39617571,|,2023-06-04 05:08:00,8.400000000001455,10.700000000000728
1685826420000,27060.7,27060.7,27052.3,27052.4,0.32668606,|,2023-06-04 05:07:00,-8.299999999999272,8.400000000001455
1685826360000,27064.4,27064.5,27058.5,27060.8,0.19890614,|,2023-06-04 05:06:00,-3.600000000002183,6.0
1685826300000,27076.9,27076.9,27066.5,27066.6,3.97436004,|,2023-06-04 05:05:00,-10.30000000000291,10.400000000001455
1685826240000,27076.2,27077.0,27076.2,27077.0,0.0542292,|,2023-06-04 05:04:00,0.7999999999992724,0.7999999999992724
1685826180000,27065.3,27076.3,27065.3,27076.2,0.96433124,|,2023-06-04 05:03:00,10.900000000001455,11.0
1685826120000,27065.2,27065.3,27065.2,27065.3,0.67365568,|,2023-06-04 05:02:00,0.09999999999854481,0.09999999999854481
1685826060000,27065.2,27065.3,27065.2,27065.3,0.60115496,|,2023-06-04 05:01:00,0.09999999999854481,0.09999999999854481
1685826000000,27063.3,27065.3,27063.2,27065.3,0.64328854,|,2023-06-04 05:00:00,2.0,2.099999999998545
1685825940000,27063.3,27063.3,27063.2,27063.3,1.26423324,|,2023-06-04 04:59:00,0.0,0.09999999999854481
1685825880000,27072.1,27074.6,27061.4,27063.3,0.77884341,|,2023-06-04 04:58:00,-8.799999999999272,13.19999999999709
1685825820000,27067.6,27072.3,27067.6,27071.2,0.04023402,|,2023-06-04 04:57:00,3.600000000002183,4.700000000000728
1685825760000,27073.0,27075.2,27063.2,27067.7,0.61830657,|,2023-06-04 04:56:00,-5.299999999999272,12.0
1685825700000,27069.1,27073.0,27069.1,27073.0,0.2512835,|,2023-06-04 04:55:00,3.900000000001455,3.900000000001455
1685825640000,27063.1,27069.1,27055.9,27069.0,2.4541219,|,2023-06-04 04:54:00,5.900000000001455,13.19999999999709
1685825580000,27072.9,27073.0,27063.1,27063.1,1.64066114,|,2023-06-04 04:53:00,-9.80000000000291,9.900000000001455
1685825520000,27072.9,27073.0,27072.9,27073.0,0.09471556,|,2023-06-04 04:52:00,0.09999999999854481,0.09999999999854481
1685825460000,27084.9,27084.9,27072.7,27072.8,0.53407523,|,2023-06-04 04:51:00,-12.100000000002183,12.200000000000728
1685825400000,27081.9,27084.9,27081.9,27084.8,0.15118376,|,2023-06-04 04:50:00,2.899999999997817,3.0
1685825340000,27085.4,27085.8,27082.0,27082.0,0.3323617,|,2023-06-04 04:49:00,-3.400000000001455,3.7999999999992724
1685825280000,27085.3,27085.8,27082.8,27085.4,0.13337747,|,2023-06-04 04:48:00,0.10000000000218279,3.0
1685825220000,27087.4,27087.4,27085.2,27085.3,0.13236992,|,2023-06-04 04:47:00,-2.100000000002183,2.2000000000007276
1685825160000,27090.1,27090.1,27087.4,27087.5,0.23821054,|,2023-06-04 04:46:00,-2.599999999998545,2.6999999999970896
1685825100000,27097.5,27098.3,27079.3,27090.1,20.03964494,|,2023-06-04 04:45:00,-7.400000000001455,19.0
1685825040000,27098.3,27098.4,27097.5,27097.5,0.23463119,|,2023-06-04 04:44:00,-0.7999999999992724,0.9000000000014552
1685824980000,27097.7,27098.4,27097.7,27098.3,0.02068746,|,2023-06-04 04:43:00,0.5999999999985448,0.7000000000007276
1685824920000,27098.4,27099.4,27097.2,27099.4,1.04499591,|,2023-06-04 04:42:00,1.0,2.2000000000007276
1685824860000,27096.8,27098.8,27096.8,27098.4,0.03967101,|,2023-06-04 04:41:00,1.6000000000021828,2.0
1685824800000,27101.3,27102.2,27096.9,27096.9,0.12518574,|,2023-06-04 04:40:00,-4.399999999997817,5.299999999999272
1685824740000,27099.0,27099.9,27096.0,27099.9,0.14313909,|,2023-06-04 04:39:00,0.9000000000014552,3.900000000001455
1685824680000,27105.3,27105.3,27099.0,27099.0,0.23112323,|,2023-06-04 04:38:00,-6.299999999999272,6.299999999999272
1685824620000,27109.0,27111.5,27105.4,27105.4,0.05767075,|,2023-06-04 04:37:00,-3.599999999998545,6.099999999998545
1685824560000,27119.4,27119.4,27106.7,27108.9,3.62750171,|,2023-06-04 04:36:00,-10.5,12.700000000000728
1685824500000,27113.4,27119.4,27113.4,27119.4,0.06092321,|,2023-06-04 04:35:00,6.0,6.0
1685824440000,27109.9,27124.7,27108.9,27113.4,13.52426586,|,2023-06-04 04:34:00,3.5,15.799999999999272
1685824380000,27108.7,27110.0,27108.7,27109.9,1.22736666,|,2023-06-04 04:33:00,1.2000000000007276,1.2999999999992724
1685824320000,27107.2,27108.7,27107.2,27108.7,0.14812687,|,2023-06-04 04:32:00,1.5,1.5
1685824260000,27105.8,27107.3,27105.7,27107.3,0.04643265,|,2023-06-04 04:31:00,1.5,1.5999999999985448
1685824200000,27107.3,27107.3,27104.8,27105.1,0.18310961,|,2023-06-04 04:30:00,-2.2000000000007276,2.5
1685824140000,27100.1,27107.1,27100.1,27107.1,0.61495112,|,2023-06-04 04:29:00,7.0,7.0
1685824080000,27100.1,27100.2,27100.1,27100.2,0.01963985,|,2023-06-04 04:28:00,0.10000000000218279,0.10000000000218279
1685824020000,27104.4,27104.6,27100.2,27100.2,0.68079665,|,2023-06-04 04:27:00,-4.200000000000728,4.399999999997817
1685823960000,27104.5,27104.6,27104.3,27104.3,0.17434407,|,2023-06-04 04:26:00,-0.2000000000007276,0.2999999999992724
1685823900000,27101.7,27104.6,27101.7,27104.6,0.24140413,|,2023-06-04 04:25:00,2.899999999997817,2.899999999997817
1685823840000,27104.4,27104.4,27099.7,27101.7,0.39150309,|,2023-06-04 04:24:00,-2.7000000000007276,4.700000000000728
1685823780000,27098.5,27113.9,27098.5,27104.4,5.46589899,|,2023-06-04 04:23:00,5.900000000001455,15.400000000001455
1685823720000,27096.9,27098.6,27096.9,27098.5,0.17971884,|,2023-06-04 04:22:00,1.5999999999985448,1.6999999999970896
1685823660000,27096.9,27097.0,27096.9,27097.0,0.01900627,|,2023-06-04 04:21:00,0.09999999999854481,0.09999999999854481
1685823600000,27104.4,27104.5,27096.5,27097.0,0.96916434,|,2023-06-04 04:20:00,-7.400000000001455,8.0
1685823540000,27101.9,27104.5,27101.9,27104.4,0.06714216,|,2023-06-04 04:19:00,2.5,2.599999999998545
1685823480000,27105.5,27111.8,27102.0,27102.0,0.84582784,|,2023-06-04 04:18:00,-3.5,9.799999999999272
1685823420000,27093.4,27105.6,27093.4,27105.5,3.54987966,|,2023-06-04 04:17:00,12.099999999998545,12.19999999999709
1685823360000,27095.6,27095.7,27092.4,27094.7,0.04888088,|,2023-06-04 04:16:00,-0.8999999999978172,3.2999999999992724
1685823300000,27085.0,27097.2,27085.0,27095.7,1.88996225,|,2023-06-04 04:15:00,10.700000000000728,12.200000000000728
1685823240000,27080.9,27085.0,27079.9,27085.0,1.05254458,|,2023-06-04 04:14:00,4.099999999998545,5.099999999998545
1685823180000,27083.7,27083.7,27078.4,27080.9,0.10973124,|,2023-06-04 04:13:00,-2.7999999999992724,5.299999999999272
1685823120000,27081.6,27081.6,27071.6,27081.0,1.53510549,|,2023-06-04 04:12:00,-0.5999999999985448,10.0
1685823060000,27091.3,27091.4,27081.7,27081.7,1.69947356,|,2023-06-04 04:11:00,-9.599999999998545,9.700000000000728
1685823000000,27092.1,27092.2,27091.3,27091.3,1.68279146,|,2023-06-04 04:10:00,-0.7999999999992724,0.9000000000014552
1685822940000,27089.0,27092.2,27086.1,27092.2,0.29795132,|,2023-06-04 04:09:00,3.2000000000007276,6.100000000002183
1685822880000,27091.2,27098.9,27087.6,27089.0,1.0784263,|,2023-06-04 04:08:00,-2.2000000000007276,11.30000000000291
1685822820000,27099.0,27099.1,27091.9,27091.9,0.19812553,|,2023-06-04 04:07:00,-7.099999999998545,7.19999999999709
